CAS Reg No (or other ID),Substance,Other Names,Used for (Technical Effect),Reg col01,Reg col02,Reg col03,Reg col04,Reg col05,Reg col06,Reg add01,Reg add02,Reg add03,Reg add04,Reg add05,Reg add06,Reg add07,Reg add08,Reg add09,Reg add10,Reg add11,Reg add12,Reg add13,Reg add14,Reg add16,Reg add17,Reg add18,Reg add19,Reg add20,Reg prohibited189,Reg Administrative,regs Labeling & Standards ,FEMA No,GRAS Pub No,Most Recent GRAS Pub Update,FEMA status,JECFA Flavor Number
 515-69-5, ALPHA-BISABOLOL," &diams; BISABOLOL, ALPHA<br />&diams; BISABOLOL<br />&diams; 5-hepten-2-ol, 6-methyl-2-(4-methyl-3-cyclohexen-1-yl)-<br />&diams; 6-methyl-2-(4-methyl-3-cyclohexen-1-yl)-5-hepten-2-ol<br />&diams; 3-cyclohexene-1-methanol, alpha,4-dimethyl-alpha-(4-methyl-3-pentenyl)-, (alpha R, 1R)-rel-<br />&diams; alpha,4-dimethyl-alpha-(4-methyl-3-pentenyl)-, (alpha R, 1R)-rel-3-cyclohexene-1-methanol<br />&diams; 3-cyclohexene-1-methanol, alpha, 4-dimethyl-alpha-(4-methyl-3-penten-1-yl)- (alpha R,1R)-rel-<br />&diams; alpha, 4-dimethyl-alpha-(4-methyl-3-penten-1-yl)- (alpha R,1R)-rel-3-cyclohexene-1-methanol<br />&diams; InChI=1S/C15H26O/c1-12(2)6-5-11-15(4,16)14-9-7-13(3)8-10-14/h6-7,14,16H,5,8-11H2,1-4H3/t14-,15-/m0/s1<br />&diams; InChIKey: RGZSQWQPBWRIAQ-GJZGRUSLSA-N", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4666,24,,,2031
 7681-49-4, SODIUM FLUORIDE, &diams; SODIUM FLUORIDE<br />&diams; SODIUM FLUORIDE (NAF), STABILIZER OR THICKENER,,,,,,,175.105,177.28,,,,,,,,,,,,,,,,,,,,,,,,,
 123-92-2, ISOAMYL ACETATE," &diams; ISOAMYL ACETATE<br />&diams; 3-METHYL-1-BUTYL ACETATE<br />&diams; 3-METHYLBUTYL ETHANOATE<br />&diams; ISOPENTYL ACETATE<br />&diams; BETA-METHYLBUTYL ACETATE<br />&diams; AMYL ACETATE, COMMON<br />&diams; ISOAMYL ETHANOATE<br />&diams; 3-METHYLBUTYL ACETATE<br />&diams; 1-BUTANOL, 3-METHYL-, ACETATE<br />&diams; ISOPENTYL ALCOHOL, ACETATE", FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2055,3,,,43
 135-02-4, O-METHOXYBENZALDEHYDE," &diams; 2-METHOXYBENZALDEHYDE<br />&diams; ANISALDEHYDE, O-<br />&diams; BENZALDEHYDE, 2-METHOXY-<br />&diams; FORMYLANISOLE, O-<br />&diams; METHOXYBENZALDEHYDE, O-<br />&diams; O-ANISALDEHYDE<br />&diams; SALICYLALDEHYDE METHYL ETHER<br />&diams; 2-ANISALDEHYDE<br />&diams; 2-METHOXYBENZENECARBOXALDEHYDE<br />&diams; 2-METHOXYPHENYLFORMALDEHYDE", FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,4077,22,,,2062
 124-10-7, METHYL MYRISTATE," &diams; METHYL MYRISTATE<br />&diams; METHYL TETRADECANOATE<br />&diams; TETRADECANOIC ACID, METHYL ESTER<br />&diams; MYRISTIC ACID, METHYL ESTER", FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2722,3,,,183
 83-88-5, RIBOFLAVIN," &diams; RIBOFLAVIN<br />&diams; VITAMIN B2<br />&diams; LACTOFLAVIN<br />&diams; 7,8-DIMETHYL-10-(D-RIBO-2,3,4,5-TETRAHYDRODYPENTYL)ISOALLOXAZINE<br />&diams; RIBOFLAVINE"," COLOR OR COLORING ADJUNCT,<br /> FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT,<br /> NUTRIENT SUPPLEMENT",73.45,,,,,,184.1695,,,,,,,,,,,,,,,,,,,,," 101.9 ,  107.100 ,  136.115 ,  137.165 ,  137.185 ,  137.260 ,  137.305 ,  137.350 ,  139.115 ,  139.117 ,  139.122 ,  139.155",,,,,
 3268-49-3, 3-(METHYLTHIO)PROPIONALDEHYDE," &diams; METHIONAL<br />&diams; 3-(METHYLTHIO)PROPANAL<br />&diams; 3-(METHYLTHIO)PROPIONALDEHYDE<br />&diams; 3-METHYLMERCAPTOPROPYL ALDEHYDE<br />&diams; BETA-(METHYLTHIO)PROPIONALDEHYDE<br />&diams; BETA-(METHYLMERCAPTO)PROPIONALDEHYDE<br />&diams; PROPANAL, 3-(METHYLTHIO)-<br />&diams; PROPIONALDEHYDE, 3-(METHYLTHIO)-<br />&diams; 3-(METHYLMERCAPTO)PROPIONALDEHYDE", FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2747,3,25.0,,466
 614-60-8, O-TRANS-COUMARIC ACID," &diams; 2-HYDROXYCINNAMIC ACID, (E)-<br />&diams; 2-hydroxycinnamic acid, trans-<br />&diams; 3-(2-hydroxyphenyl)-2-propenoic acid, (2E)-<br />&diams; 2-propenoic acid, 3-(2-hydroxyphenyl)-, (2E)-<br />&diams; cinnamic acid, o-hyderoxy-, (E)-<br />&diams; hydroxycinnamic acid, o-, (E)-<br />&diams; o-hydroxycinnamic acid, (E)-<br />&diams; coumaric acid, o-, trans-<br />&diams; coumaric acid, trans-o-", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4700,25,,,
 56-86-0, L-GLUTAMIC ACID," &diams; GLUTAMIC ACID, L-<br />&diams; AMINOGLUTARIC ACID<br />&diams; L-GLUTAMIC ACID<br />&diams; GLUTAMIC ACID, (S)-<br />&diams; 2-AMINOPENTANEDIOIC ACID, (S)-<br />&diams; GLUTAMIC ACID, L-(+)-<br />&diams; AMINOGLUTARIC ACID, ALPHA-<br />&diams; 1-AMINOPROPANE-1,3-DICARBOXYLIC ACID<br />&diams; GLUTAMIC ACID, (S)-(+)-"," FLAVORING AGENT OR ADJUVANT,<br /> NUTRIENT SUPPLEMENT,<br /> PH CONTROL AGENT",,,,,,,172.32,182.1045,,,,,,,,,,,,,,,,,,,,,3285,5,25.0,,1420
 7235-40-7, BETA-CAROTENE," &diams; BETA-CAROTENE<br />&diams; CAROTENE, TRANS-BETA-<br />&diams; CAROTENE, BETA-<br />&diams; BETA,BETA-CAROTENE<br />&diams; CAROTENE, BETA,BETA-<br />&diams; BETA-CAROTENE, ALL-TRANS-<br />&diams; C.I. FOOD ORANGE 5<br />&diams; 1,1'-(3,7,12,16-TETRAMETHYL-1,3,5,7,9,11,13,15,17-OCTADECANONAENE-1,18-DIYL)BIS(2,6,6-TRIMETHYLCYCLOHEXENE), (ALL E)-"," ANTIOXIDANT,<br /> COLOR OR COLORING ADJUNCT,<br /> FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT,<br /> NUTRIENT SUPPLEMENT,<br /> PROCESSING AID,<br /> SURFACE-FINISHING AGENT",73.1095,73.2095,73.95,,,,184.1245,,,,,,,,,,,,,,,,,,,,," 101.9 ,  166.110",,,,,
 500-38-9, NORDIHYDROGUAIARETIC ACID--PROHIBITED WITH EXCEPTIONS," &diams; NORDIHYDROGUAIARETIC ACID<br />&diams; DIHYDRONORGUAIARETIC ACID<br />&diams; NDGA<br />&diams; NORHYDROGUAIARETIC ACID<br />&diams; PYROCATECHOL, 4,4'-(2,3-DIMETHYLTETRAMETHYLENE)DI-<br />&diams; 2,3-DIMETHYL-1,4-BIS(3,4-DIHYDROXYPHENYL)BUTANE<br />&diams; 1,2-BENZENEDIOL, 4,4'-(2,3-DIMETHYL-1,4-BUTANEDIYL)BIS-<br />&diams; 4,4'-(2,3-DIMETHYLTETRAMETHYLENE)DIPYROCATECHOL<br />&diams; 4,4'-(2,3-DIMETHYL-1,4-BUTANEDIYL)BIS(1,2-BENZENEDIOL)", ANTIOXIDANT,,,,,,,175.3,177.101,181.24,,,,,,,,,,,,,,,,,189.165,,,,,,,
 77-93-0, TRIETHYL CITRATE," &diams; TRIETHYL CITRATE<br />&diams; ETHYL CITRATE<br />&diams; TRIETHYL 2-HYDROXY-1,2,3-PROPANETRICARBOXYLATE<br />&diams; 1,2,3-PROPANETRICARBOXYLIC ACID, 2-HYDROXY-, TRIETHYL ESTER<br />&diams; CITRIC ACID, TRIETHYL ESTER"," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT,<br /> FORMULATION AID,<br /> SEQUESTRANT,<br /> SOLVENT OR VEHICLE",,,,,,,175.3,175.32,181.27,,,,,,,,,,,,,,,,,,,,3083,3,25.0,,629
 118-58-1, BENZYL SALICYLATE," &diams; BENZYL SALICYLATE<br />&diams; BENZYL O-HYDROXYBENZOATE<br />&diams; BENZOIC ACID, 2-HYDROXY-, PHENYLMETHYL ESTER<br />&diams; PHENYLMETHYL 2-HYDROXYBENZOATE<br />&diams; SALICYCLIC ACID, BENZYL ESTER", FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2151,3,25.0,,904
 110-44-1, SORBIC ACID," &diams; SORBIC ACID<br />&diams; 2,4-HEXADIENOIC ACID, (2E,4E)-<br />&diams; 1,3-PENTADIENE-1-CARBOXYLIC ACID, (E,E)-<br />&diams; 2,4-HEXADIENOIC ACID, (E,E)-", FLAVORING AGENT OR ADJUVANT,,,,,,,172.872,177.226,181.23,182.3089,,,,,,,,,,,,,,,,,," 133.118 ,  133.123 ,  133.124 ,  133.169 ,  133.173 ,  133.179 ,  133.187 ,  133.188 ,  166.110",3921,19,,,1176
 7439-89-6," IRON, ELEMENTAL"," &diams; IRON<br />&diams; IRON, ELEMENTAL", NUTRIENT SUPPLEMENT,,,,,,,184.1375,,,,,,,,,,,,,,,,,,,,,111.5,,,,,
 97-54-1, ISOEUGENOL," &diams; ISOEUGENOL<br />&diams; 2-METHOXY-4-PROPENYLPHENOL<br />&diams; 1-HYDROXY-2-METHOXY-4-PROPEN-1-YLBENZENE<br />&diams; 2-METHOXY-4-(1-PROPENYL)PHENOL<br />&diams; 3-METHOXY-4-HYDROXY-1-PROPEN-1-YLBENZENE<br />&diams; 4-HYDROXY-3-METHOXY-1-PROPEN-1-YLBENZENE<br />&diams; 4-HYDROXY-3-METHOXYPROPENYLBENZENE<br />&diams; 4-PROPENYLGUAIACOL<br />&diams; PHENOL, 2-METHOXY-4-(1-PROPENYL)-<br />&diams; PHENOL, 2-METHOXY-4-PROPENYL-<br />&diams; 1-(3-METHOXY-4-HYDROXYPHENYL)-1-PROPANE<br />&diams; NSC-6769", FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2468,3,,,1260
 7758-11-4, DIPOTASSIUM PHOSPHATE," &diams; POTASSIUM PHOSPHATE, DIBASIC<br />&diams; DIPOTASSIUM PHOSPHATE<br />&diams; DIPOTASSIUM HYDROGEN PHOSPHATE<br />&diams; DIPOTASSIUM MONOPHOSPHATE<br />&diams; DIPOTASSIUM ORTHOPHOSPHATE<br />&diams; POTASSIUM MONOPHOSPHATE<br />&diams; POTASSIUM MONOHYDROGEN PHOSPHATE<br />&diams; PHOSPHORIC ACID, DIPOTASSIUM SALT"," EMULSIFIER OR EMULSIFIER SALT,<br /> NUTRIENT SUPPLEMENT,<br /> PH CONTROL AGENT,<br /> SEQUESTRANT,<br /> STABILIZER OR THICKENER",73.85,,,,,,175.105,182.6285,,,,,,,,,,,,,,,,,,,," 133.169 ,  133.173 ,  133.179",,,,,
 103-82-2, PHENYLACETIC ACID," &diams; PHENYLACETIC ACID<br />&diams; BENZYLCARBOXYLIC ACID<br />&diams; BENZENEACETIC ACID<br />&diams; ALPHA-TOLUIC ACID<br />&diams; ACETIC ACID, PHENYL-<br />&diams; OMEGA-PHENYLACETIC ACID<br />&diams; 2-PHENYLACETIC ACID<br />&diams; PHENYLETHANOIC ACID", FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2878,3,25.0,,1007
 60-35-5, ACETAMIDE--NLFG," &diams; ACETAMIDE<br />&diams; ETHANAMIDE<br />&diams; InChI=1S/C2H5NO/c1-2(3)4/h1H3,(H2,3,4)<br />&diams; InChIKey: DLFVBJFMPXGRIB-UHFFFAOYSA-N", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,, NLFG-4251,22,24.0," No longer FEMA GRAS (GRAS Pub. 24, 2009)",
 93-89-0, ETHYL BENZOATE," &diams; ETHYL BENZOATE<br />&diams; ETHYL BENZENECARBOXYLATE<br />&diams; BENZOIC ACID, ETHYL ESTER", FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2422,3,,,852
 100-09-4, 4-METHOXYBENZOIC ACID," &diams; 4-METHOXYBENZOIC ACID<br />&diams; ANISIC ACID, P-<br />&diams; BENZOIC ACID, 4-METHOXY-<br />&diams; DRACONIC ACID<br />&diams; METHOXYBENZOIC ACID, P-<br />&diams; P-ANISIC ACID<br />&diams; 4-ANISIC ACID", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3945,19,,,883
 63-42-3, LACTOSE," &diams; LACTOSE<br />&diams; MILK SUGAR<br />&diams; LACTOSE, ANHYDROUS<br />&diams; 4-O-BETA-D-GALACTOPYRANOSYL-D-GLUCOSE<br />&diams; LACTOSE, D-(+)-<br />&diams; D-GLUCOSE, 4-O-BETA-D-GALACTOPYRANOSYL-"," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT,<br /> FORMULATION AID,<br /> LUBRICANT OR RELEASE AGENT,<br /> MALTING OR FERMENTING AID,<br /> NUTRITIVE SWEETENER,<br /> OXIDIZING OR REDUCING AGENT,<br /> SOLVENT OR VEHICLE,<br /> STABILIZER OR THICKENER,<br /> SURFACE-ACTIVE AGENT",,,,,,,,,,,,,,,,,,,,,,,,,,,," 131.112,  131.170,  131.200,  131.203,  131.206,  168.122,  169.179,  169.182",,,,,
 352-93-2, DIETHYL SULFIDE," &diams; DIETHYL SULFIDE<br />&diams; 1,1'-THIOBISETHANE<br />&diams; DIETHYL THIOETHER<br />&diams; ETHYL SULFIDE<br />&diams; ETHANE, 1,1'-THIOBIS-<br />&diams; 1,1'-THIOBIS(ETHANE)<br />&diams; NSC-75157<br />&diams; 3-THIAPENTANE<br />&diams; ETHYL MONOSULFIDE<br />&diams; ETHYL THIOETHER<br />&diams; ETHYLTHIOETHANE<br />&diams; THIOETHYL ETHER", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3825,18,,,454
 143-08-8, NONYL ALCOHOL, &diams; NONYL ALCOHOL<br />&diams; 1-NONANOL<br />&diams; ALCOHOL(C9)<br />&diams; C9 ALCOHOL<br />&diams; FATTY ALCOHOL(C9)<br />&diams; NONALOL<br />&diams; OCTYL CARBINOL<br />&diams; 1-HYDROXYNONANE, FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2789,3,,,100
 67-56-1, METHYL ALCOHOL, &diams; METHANOL<br />&diams; WOOD NAPHTHA<br />&diams; CARBINOL<br />&diams; WOOD ALCOHOL, SOLVENT OR VEHICLE,73.345,73.615,,,,,172.56,172.859,172.867,173.25,173.385,175.105,175.3,176.18,176.2,176.21,177.12,177.242,177.246,177.28,,,,,,,,,,,,,
 6032-29-7, 2-PENTANOL," &diams; 2-PENTANOL<br />&diams; AMYL ALCOHOL, SEC-<br />&diams; METHYL PROPYL CARBINOL<br />&diams; ALPHA-METHYLBUTANOL<br />&diams; 2-PENTYL ALCOHOL<br />&diams; 1-METHYL-1-BUTANOL<br />&diams; PENTANOL, SEC-<br />&diams; 2-HYDROXYPENTANE<br />&diams; SEC-AMYL ALCOHOL", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3316,5,25.0,,280
 124-04-9, ADIPIC ACID," &diams; ADIPIC ACID<br />&diams; HEXANEDIOIC ACID<br />&diams; 1,4-BUTANEDICARBOXYLIC ACID"," FLAVORING AGENT OR ADJUVANT,<br /> LEAVENING AGENT,<br /> PH CONTROL AGENT",,,,,,,175.3,175.32,176.17,176.18,177.12,177.139,177.15,177.163,177.168,177.242,177.26,184.1009,,,,,,,,,,,2011,3,25.0,,623
 121-34-6, VANILLIC ACID," &diams; VANILLIC ACID<br />&diams; 3-METHOXY-4-HYDROXYBENZOIC ACID<br />&diams; 4-HYDROXY-3-METHOXYBENZOIC ACID<br />&diams; BENZOIC ACID, 4-HYDROXY-3-METHOXY-<br />&diams; 4-HYDROXY-M-ANISIC ACID", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3988,20,,,959
 141-43-5, MONOETHANOLAMINE," &diams; MONOETHANOLAMINE<br />&diams; GLYCINOL (MONOETHANOLAMINE)<br />&diams; 2-AMINOETHANOL<br />&diams; COLAMINE<br />&diams; ETHANOL, 2-AMINO-<br />&diams; BETA-AMINOETHYL ALCOHOL<br />&diams; 2-HYDROXYETHYLAMINE", WASHING OR SURFACE REMOVAL AGENT,,,,,,,173.315,175.105,176.18,176.21,176.3,178.312,,,,,,,,,,,,,,,,,,,,,
 106-22-9, DL-CITRONELLOL," &diams; CITRONELLOL<br />&diams; CITRONELLOL, BETA-<br />&diams; CEPHROL<br />&diams; RODINOL<br />&diams; 2,6-DIMETHYL-2-OCTEN-8-OL<br />&diams; 3,7-DIMETHYL-6-OCTEN-1-OL<br />&diams; 6-OCTEN-1-OL, 3,7-DIMETHYL-<br />&diams; CITRONELLOL, DL-<br />&diams; CITRONELLOL, (+-)-", FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2309,3,,,1219
 443-79-8, DL-ISOLEUCINE," &diams; ISOLEUCINE, DL-<br />&diams; 2-AMINO-3-METHYLPENTANOIC ACID<br />&diams; 2-AMINO-3-METHYLVALERIC ACID<br />&diams; DL-ISOLEUCINE<br />&diams; ISOLEUCINE, (+-)-<br />&diams; ALPHA-AMINO-BETA-METHYLVALERIC ACID", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3295,5,,,1422
 107-86-8, 3-METHYL-2-BUTENAL," &diams; 3-METHYL-2-BUTENAL<br />&diams; PRENAL<br />&diams; SENECIALDEHYDE<br />&diams; 3-METHYLCROTONALDEHYDE<br />&diams; 2-BUTENAL, 3-METHYL-<br />&diams; CROTONALDEHYDE, 3-METHYL-<br />&diams; BETA,BETA-DIMETHYLACROLEIN<br />&diams; SENECIOALDEHYDE<br />&diams; 3,3-DIMETHYLACROLEIN<br />&diams; BETA-METHYLCROTONALDEHYDE<br />&diams; BETA,BETA-DIMETHYLACRYLIC ALDEHYDE", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3646,12,,,1202
 138-87-4, BETA-TERPINEOL," &diams; BETA-TERPINEOL<br />&diams; P-MENTH-8-EN-1-OL<br />&diams; TERPINOL, BETA-<br />&diams; 1-METHYL-4-ISOPROPENYLCYCLOHEXAN-1-OL<br />&diams; 4-ISOPROPENYL-1-METHYL-1-CYCLOHEXANOL<br />&diams; 1-METHYL-4-(1-METHYLETHENYL)CYCLOHEXANOL<br />&diams; CYCLOHEXANOL, 1-METHYL-4-(1-METHYLETHENYL)-<br />&diams; TERPINEOL, BETA-", FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,3564,11,,,374
 56-45-1, L-SERINE," &diams; SERINE, L-<br />&diams; L-SERINE<br />&diams; BETA-HYDROXYALANINE<br />&diams; 2-AMINO-3-HYDROXYPROPANOIC ACID, (S)-"," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT,<br /> NUTRIENT SUPPLEMENT",,,,,,,172.32,,,,,,,,,,,,,,,,,,,,,,,,,,
 56-81-5, GLYCERIN," &diams; GLYCERIN<br />&diams; GLYCERINE<br />&diams; GLYCEROL<br />&diams; 1,2,3-PROPANETRIOL<br />&diams; GLYCYL ALCOHOL<br />&diams; 1,2,3-TRIHYDROXYPROPANE<br />&diams; PROPANETRIOL"," ANTICAKING AGENT OR FREE-FLOW AGENT,<br /> DRYING AGENT,<br /> EMULSIFIER OR EMULSIFIER SALT,<br /> HUMECTANT,<br /> MASTICATORY SUBSTANCE,<br /> NUTRITIVE SWEETENER,<br /> SOLVENT OR VEHICLE,<br /> STABILIZER OR THICKENER,<br /> TEXTURIZER",,,,,,,172.811,175.3,175.32,176.21,177.139,177.242,177.28,178.35,182.132,182.9,,,,,,,,,,,,169.175,2525,3,,,
 531-26-0, EUGENYL BENZOATE," &diams; EUGENYL BENZOATE<br />&diams; 4-ALLYL-2-METHOXYPHENYL BENZOATE<br />&diams; BENZOYL EUGENOL<br />&diams; PHENOL, 2-METHOXY-4-(2-PROPENYL)-, BENZOATE<br />&diams; 2-METHOXY-4-(2-PROPENYL)PHENYL BENZOATE<br />&diams; PHENOL, 4-ALLYL-2-METHOXY-, BENZOATE", FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2471,3,,,1533
 137-32-6, 2-METHYL-1-BUTANOL," &diams; 2-METHYL-1-BUTANOL<br />&diams; 2-METHYL-1-BUTANOL, (+-)_<br />&diams; 1-BUTANOL, 2-METHYL-<br />&diams; 2-METHYLBUTYL ALCOHOL<br />&diams; AMYL ALCOHOL, ACTIVE<br />&diams; AMYL ALCOHOL, ACTIVE PRIMARY<br />&diams; AMYL ALCOHOL, PRIMARY ACTIVE<br />&diams; BUTYLCARBINOL, SEC-", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3998,20,,,1199
 150-30-1, DL-PHENYLALANINE," &diams; PHENYLALANINE, DL-<br />&diams; ALPHA-AMINO-BETA-PHENYLPROPIONIC ACID, DL-<br />&diams; ALPHA-AMINOHYDROCINNAMIC ACID, DL-<br />&diams; DL-PHENYLALANINE<br />&diams; ALANINE, PHENYL-, DL-<br />&diams; BETA-PHENYL-ALPHA-ALANINE, DL-<br />&diams; BETA-PHENYLALANINE, DL-<br />&diams; PHENYLALANINE, (+-)-<br />&diams; 3-PHENYLALANINE, DL-<br />&diams; BETA-PHENYL-ALPHA-ALANINE, (+-)-<br />&diams; 2-AMINO-3-PHENYLPROPIONIC ACID, DL-"," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3726,13,,,1432
 579-75-9, 2-METHOXYBENZOIC ACID," &diams; 2-METHOXYBENZOIC ACID<br />&diams; BENZOIC ACID, 2-METHOXY-<br />&diams; ANISIC ACID, O-<br />&diams; METHOXYBENZOIC ACID, O-<br />&diams; O-ANISIC ACID<br />&diams; O-METHYLSALICYLIC ACID<br />&diams; SALICYLIC ACID METHYL ETHER<br />&diams; 2-ANISIC ACID", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3943,19,,,881
 123-96-6, 2-OCTANOL," &diams; 2-OCTANOL<br />&diams; CAPRYLIC ALCOHOL, SECONDARY<br />&diams; CAPRYL ALCOHOL, SEC-<br />&diams; HEXYL METHYL CARBINOL<br />&diams; METHYL HEXYL CARBINOL<br />&diams; OCTYL ALCOHOL, SEC-<br />&diams; BETA-OCTYL ALCOHOL<br />&diams; OCTYL ALCOHOL, BETA-<br />&diams; 1-METHYLHEPTYL ALCOHOL<br />&diams; 2-OCTYL ALCOHOL<br />&diams; 2-HYDROXYOCTANE<br />&diams; 1-METHYL-1-HEPTANOL<br />&diams; 1-METHYLHEPTANOL<br />&diams; CAPRYL ALCOHOL", FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,176.18,176.21,,,,,,,,,,,,,,,,,,,,2801,3,25.0,,289
 100-68-5, METHYL PHENYL SULFIDE," &diams; METHYL PHENYL SULFIDE<br />&diams; BENZENE, (METHYLTHIO)-<br />&diams; (METHYLTHIO)BENZENE<br />&diams; METHYLPHENYL THIOETHER<br />&diams; PHENYL METHYL SULFIDE<br />&diams; PHENYLTHIOMETHANE<br />&diams; THIOANISOLE<br />&diams; SULFIDE, METHYL PHENYL<br />&diams; 1-PHENYL-1-THIAETHANE", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3873,18,,,459
 4940-11-8, ETHYL MALTOL," &diams; 2-ETHYL-3-HYDROXY-4-PYRONE<br />&diams; ETHYL MALTOL<br />&diams; MALTOL, ETHYL<br />&diams; 2-ETHYL-3-HYDROXY-4H-PYRAN-4-ONE<br />&diams; 2-ETHYLPYROMECONIC ACID<br />&diams; 3-HYDROXY-2-ETHYL-1,4-PYRONE<br />&diams; 3-HYDROXY-2-ETHYL-GAMMA-PYRONE<br />&diams; 4H-PYRAN-4-ONE, 2-ETHYL-3-HYDROXY-"," COLOR OR COLORING ADJUNCT,<br /> FLAVORING AGENT OR ADJUVANT,<br /> PROCESSING AID",,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,3487,10,,,1481
 108-48-5," 2,6-DIMETHYLPYRIDINE"," &diams; 2,6-DIMETHYLPYRIDINE<br />&diams; 2,6-LUTIDINE<br />&diams; PYRIDINE, 2,6-DIMETHYL-<br />&diams; ALPHA,ALPHA'-LUTIDINE<br />&diams; ALPHA,ALPHA'-DIMETHYLPYRIDINE", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3540,11,,,1317
 88-26-6," 4-HYDROXYMETHYL-2,6-DI-TERTBUTYLPHENOL"," &diams; 2,6-DI-TERT-BUTYL-4-(HYDROXYMETHYL)PHENOL<br />&diams; BENZENEMETHANOL, 3,5-BIS(1,1-DIMETHYLETHYL)-4-HYDROXY-<br />&diams; BENZYL ALCOHOL, 3,5-DI-TERT-BUTYL-4-HYDROXY-<br />&diams; BUTYLATED HYDROXYMETHYLPHENOL<br />&diams; BHT ALCOHOL<br />&diams; ALPHA-HYDROXY-2,6-DI-TERT-BUTYL-P-CRESOL<br />&diams; 3,5-BIS(1,1-DIMETHYLETHYL)-4-HYDROXYBENZENEMETHANOL<br />&diams; 3,5-DI-TERT-BUTYL-4-HYDROXYBENZYL ALCOHOL<br />&diams; 4-HYDROXYMETHYL-2,6-DI-TERT-BUTYLPHENOL", ANTIOXIDANT,,,,,,,172.15,178.255,,,,,,,,,,,,,,,,,,,,,,,,,
 90-12-0, 1-METHYLNAPHTHALENE," &diams; 1-METHYLNAPHTHALENE<br />&diams; ALPHA-METHYLNAPHTHALENE<br />&diams; NAPHTHALENE, 1-METHYL-", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3193,4,,,1335
 108-98-5, BENZENETHIOL, &diams; BENZENETHIOL<br />&diams; THIOPHENOL<br />&diams; MERCAPTOBENZENE," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT",,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,3616,12,,,525
 92-52-4, BIPHENYL," &diams; BIPHENYL<br />&diams; DIPHENYL<br />&diams; PHENYLBENZENE<br />&diams; 1,1'-BIPHENYL<br />&diams; 1,1'-DIPHENYL<br />&diams; BIBENZENE"," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT",,,,,,,178.201,,,,,,,,,,,,,,,,,,,,,,3129,4,,,1332
